id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.118706.T20.01.WG01.count	I.H.118706.T1.1.D1.1.count	I.H.118706.T10.1.D1.1.count	I.H.118706.T11.1.D1.1.count	I.H.118706.T12.1.D1.1.count	I.H.118706.T13.1.D1.1.count	I.H.118706.T14.1.D1.1.count	I.H.118706.T15.1.D1.1.count	I.H.118706.T16.1.D1.1.count	I.H.118706.T17.1.D1.1.count	I.H.118706.T2.1.D1.1.count	I.H.118706.T3.1.D1.1.count	I.H.118706.T4.1.D1.1.count	I.H.118706.T5.1.D1.1.count	I.H.118706.T9.1.D1.1.count	I.H.118706.T19.1.D1.1.count	I.H.118706.T19.2.D1.1.count	I.H.118706.T19.3.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
35	T20/T1/T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	trunk	tandem_duplication	5	none	#646464	tandem_duplication	23	1	NA	NA	NA	NA	NA	9	26099397	26099400	9	27176988	27176991	-	-	0	0	18	15	38	11	37	29	34	7	44	39	1	30	31	28	16	33	37	21	_	_	_	_	_	_	_	_	_	TEK	TEK	ENST00000380036	1	1	intron	6	23	_	0
37	T10	high_conf	T10_100	simple_deletion	17	none	#C591FC	simple_deletion	10	1	NA	NA	NA	NA	NA	9	66292882	66292883	9	66304121	66304122	+	+	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
38	T17	high_conf	T17_45	tandem_duplication	58	none	#339C89	tandem_duplication	12	1	NA	NA	NA	NA	NA	9	78327024	78327025	9	78337880	78337881	-	-	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
41	T17	high_conf	T17_45	simple_deletion	59	none	#339C89	simple_deletion	9	1	9.chr9.1	9.chr9.2	121161425.5-121161425.5	121169346.5-121169346.5	NA	9	121161425	121161426	9	121169346	121169347	+	+	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
508	T13	high_conf	T13_100	reciprocal_inversion	35	none	#FF66B2	reciprocal_inversion	10	2	NA	NA	NA	NA	NA	10	14343287	14343287	10	14542395	14542397	+	-	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	FRMD4A	FRMD4A	ENST00000357447	-1	0	intron	2	25	_	_	_	_	_	_	_	_	_	_	0
509	T13	high_conf	T13_100	reciprocal_inversion	35	none	#FF66B2	reciprocal_inversion	10	2	NA	NA	NA	NA	NA	10	14343296	14343298	10	14542401	14542401	-	+	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	FRMD4A	FRMD4A	ENST00000357447	-1	0	intron	2	25	_	_	_	_	_	_	_	_	_	_	0
413	T14	high_conf	T14_62	reciprocal_translocation	40	none	#E5D1C0	complex	13	3	NA	NA	NA	NA	NA	10	36466764	36466767	15	47694718	47694721	+	-	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	SEMA6D	SEMA6D	ENST00000558014	1	_	5UTRintron	1	20	_	0
510	T14	high_conf	T14_62	reciprocal_translocation	40	none	#E5D1C0	complex	13	3	NA	NA	NA	NA	NA	10	36466767	36466768	10	36470092	36470093	-	+	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
414	T14	high_conf	T14_62	reciprocal_translocation	40	none	#E5D1C0	complex	13	3	NA	NA	NA	NA	NA	10	36470087	36470088	15	47694724	47694725	+	+	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	SEMA6D	SEMA6D	ENST00000558014	1	_	5UTRintron	1	20	_	0
513	T10	high_conf	T10_100	simple_deletion	18	none	#C591FC	simple_deletion	6	1	6.chr10.1	6.chr10.2	117265834-117265834	117416129-117416129	NA	10	117265833	117265835	10	117416128	117416130	+	+	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ATRNL1	ATRNL1	ENST00000355044	1	0	intron	24	29	_	ATRNL1	ATRNL1	ENST00000355044	1	0	intron	26	29	_	880
8	T3	high_conf	T3_100	simple_deletion	78	none	#FF0080	simple_deletion	4	1	4.chr11.1	4.chr11.2	29229481-29229481	29248949-29248949	NA	11	29229478	29229484	11	29248946	29248952	+	+	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	RP11-466I1.1	RP11-466I1.1	ENST00000530960	1	_	UTRintron	2	5	_	RP11-466I1.1	RP11-466I1.1	ENST00000530960	1	_	UTRintron	3	5	_	100
12	T19_1	high_conf	T191_100	complex_unclassified	63	none	#007B73	complex	11	3	NA	NA	NA	NA	NA	11	66185844	66185846	11	73114412	73114414	+	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	_	_	_	_	_	_	_	_	_	FAM168A	FAM168A	ENST00000064778	-1	_	3UTRexon	9	9	_	0
11	T19_1	high_conf	T191_100	complex_unclassified	63	none	#007B73	complex	11	3	NA	NA	NA	NA	NA	11	66650218	66650220	11	70391083	70391085	-	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	PC	PC	ENST00000393958	-1	0	5UTRintron	2	22	_	SHANK2	SHANK2	ENST00000338508	-1	0	intron	23	33	_	580
10	T20/T1/T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	trunk	tandem_duplication	6	none	#646464	tandem_duplication	21	1	NA	NA	NA	NA	NA	11	68546657	68546661	11	69475365	69475369	-	-	0	0	14	7	37	17	27	34	38	5	36	31	1	25	38	22	14	28	18	17	CPT1A	CPT1A	ENST00000376618	-1	0	intron	12	19	_	_	_	_	_	_	_	_	_	_	0
13	T19_1	high_conf	T191_100	complex_unclassified	63	none	#007B73	complex	11	3	NA	NA	NA	NA	NA	11	70391058	70391059	11	73114429	73114430	+	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	SHANK2	SHANK2	ENST00000338508	-1	0	intron	23	33	_	FAM168A	FAM168A	ENST00000064778	-1	_	3UTRexon	9	9	_	200
14	T14	high_conf	T14_62	simple_deletion	41	none	#E5D1C0	simple_deletion	14	1	NA	NA	NA	NA	NA	11	75415141	75415141	11	75417230	75417230	+	+	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
17	T5	high_conf	T5_69	reciprocal_inversion	91	none	#027FFF	reciprocal_inversion	13	2	NA	NA	NA	NA	NA	11	93635303	93635305	11	93636178	93636178	-	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
16	T5	high_conf	T5_69	reciprocal_inversion	91	none	#027FFF	reciprocal_inversion	13	2	NA	NA	NA	NA	NA	11	93635305	93635305	11	93636169	93636171	+	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
18	T14	high_conf	T14_62	simple_deletion	42	none	#E5D1C0	simple_deletion	28	1	NA	NA	NA	NA	NA	11	99757030	99757034	11	99891161	99891165	+	+	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	CNTN5	CNTN5	ENST00000524871	1	1	intron	6	25	_	CNTN5	CNTN5	ENST00000524871	1	2	intron	9	25	_	680
437	T3	high_conf	T3_100	simple_deletion	79	none	#FF0080	simple_deletion	5	1	5.chr12.1	5.chr12.2	20105743.5-20105743.5	20107440.5-20107440.5	NA	12	20105743	20105744	12	20107440	20107441	+	+	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	RP11-405A12.2	RP11-405A12.2	ENST00000535764	1	_	UTRintron	3	5	_	RP11-405A12.2	RP11-405A12.2	ENST00000535764	1	_	UTRintron	3	5	_	100
446	T16	high_conf	T16_100	simple_deletion	48	none	#033FFF	simple_deletion	12	1	NA	NA	NA	NA	NA	12	73641272	73641273	12	73643312	73643313	+	+	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
515	T16	high_conf	T16_100	simple_deletion	49	none	#033FFF	simple_deletion	6	1	6.chr13.1	6.chr13.2	102652620-102652620	102718058-102718058	NA	13	102652619	102652621	13	102718057	102718059	+	+	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	FGF14	FGF14	ENST00000376131	-1	1	intron	1	5	_	FGF14	FGF14	ENST00000376131	-1	1	intron	1	5	_	460
516	T11_6__T12_84__T9_8	high_conf	T11_4__T12_89__T9_5	simple_deletion	24	none	#EBDAFE	simple_deletion	5	1	5.chr13.1	5.chr13.2	108032141.5-108032141.5	108115429.5-108115429.5	NA	13	108032139	108032144	13	108115427	108115432	+	+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	FAM155A	FAM155A	ENST00000375915	-1	0	intron	1	3	_	FAM155A	FAM155A	ENST00000375915	-1	0	intron	1	3	_	460
408	T13	high_conf	T13_100	simple_deletion	36	none	#FF66B2	simple_deletion	11	1	NA	NA	NA	NA	NA	14	30347020	30347022	14	30352898	30352900	+	+	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	PRKD1	PRKD1	ENST00000331968	-1	0	intron	1	18	_	PRKD1	PRKD1	ENST00000331968	-1	0	intron	1	18	_	460
412	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	complex_unclassified	10	none	#FF9D00	complex	14	2	NA	NA	NA	NA	NA	14	81643858	81643859	14	81784537	81784538	+	-	0	0	0	0	31	20	24	33	19	7	39	28	1	31	33	35	13	22	14	24	GTF2A1	GTF2A1	ENST00000553612	-1	_	3UTRexon	9	9	_	STON2	STON2	ENST00000267540	-1	1	intron	3	5	_	560
503	T20	high_conf	T20_100	tandem_duplication	73	none	#FFFF00	tandem_duplication	45	1	NA	NA	NA	NA	NA	16	7664136	7664139	16	8370493	8370496	-	-	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RBFOX1	RBFOX1	ENST00000550418	1	1	intron	10	16	_	RP11-279O17.3	RP11-279O17.3	ENST00000564185	1	_	UTRintron	2	4	_	200
505	T11	high_conf	T11_82	simple_deletion	29	none	#8B24F9	simple_deletion	12	1	NA	NA	NA	NA	NA	16	56410462	56410462	16	56411178	56411178	+	+	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AMFR	AMFR	ENST00000290649	-1	0	intron	10	14	_	AMFR	AMFR	ENST00000290649	-1	0	intron	10	14	_	460
506	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	complex_unclassified	11	none	#FF9D00	complex	13	2	NA	NA	NA	NA	NA	16	72347412	72347414	16	72379572	72379574	+	+	0	0	0	0	27	16	39	20	24	7	25	20	1	24	21	14	5	21	12	13	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
507	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	complex_unclassified	11	none	#FF9D00	complex	13	2	NA	NA	NA	NA	NA	16	72348082	72348083	16	72385017	72385018	-	-	0	0	0	0	39	26	24	39	29	5	44	36	0	39	39	36	4	24	20	18	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
19	T5	high_conf	T5_69	simple_deletion	92	none	#027FFF	simple_deletion	11	1	NA	NA	NA	NA	NA	17	18185470	18185474	17	18186432	18186436	+	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	TOP3A	TOP3A	ENST00000321105	-1	2	intron	16	19	_	TOP3A	TOP3A	ENST00000321105	-1	2	intron	15	19	_	880
23	T5	high_conf	T5_69	simple_deletion	93	none	#027FFF	simple_deletion	18	1	NA	NA	NA	NA	NA	17	44072715	44072718	17	44160145	44160148	+	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	MAPT	MAPT	ENST00000344290	1	1	intron	10	15	_	KANSL1	KANSL1	ENST00000262419	-1	0	intron	3	15	_	540
24	T15	high_conf	T15_80	simple_deletion	43	none	#FF3399	simple_deletion	10	1	NA	NA	NA	NA	NA	17	62222518	62222519	17	62224622	62224623	+	+	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	TEX2	TEX2	ENST00000258991	-1	_	3UTRexon	12	12	_	0
25	T11_6__T12_84__T9_8	high_conf	T11_4__T12_89__T9_5	simple_deletion	25	none	#EBDAFE	simple_deletion	11	1	NA	NA	NA	NA	NA	17	66784759	66784761	17	66786018	66786020	+	+	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
31	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromoplexy	9	none	#FF9D00	complex	11	4	NA	NA	NA	NA	NA	17	76479061	76479063	17	76484912	76484914	+	-	0	0	0	0	13	11	17	17	19	1	15	13	0	22	14	18	6	16	10	14	DNAH17	DNAH17	ENST00000389840	-1	2	intron	48	81	_	DNAH17	DNAH17	ENST00000389840	-1	2	intron	44	81	_	530
447	T16	high_conf	T16_100	simple_deletion	50	none	#033FFF	simple_deletion	11	1	NA	NA	NA	NA	NA	18	19256482	19256485	18	19272520	19272523	+	+	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	ABHD3	ABHD3	ENST00000289119	-1	0	intron	4	9	_	ABHD3	ABHD3	ENST00000289119	-1	2	intron	3	9	_	680
486	T9	high_conf	T12_3__T9_78	simple_deletion	96	none	#9E48FA	simple_deletion	10	1	NA	NA	NA	NA	NA	19	7824672	7824673	19	7833141	7833142	+	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	_	_	_	_	_	_	_	_	_	CLEC4M	CLEC4M	ENST00000327325	1	2	intron	6	7	_	0
489	T11	high_conf	T11_82	simple_deletion	30	none	#8B24F9	simple_deletion	10	1	NA	NA	NA	NA	NA	19	22845371	22845374	19	22857295	22857298	+	+	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZNF492	ZNF492	ENST00000456783	1	1	intron	3	4	_	_	_	_	_	_	_	_	_	_	0
490	T13	high_conf	T13_100	simple_deletion	37	none	#FF66B2	simple_deletion	12	1	NA	NA	NA	NA	NA	19	32520601	32520604	19	32521319	32521322	+	+	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	CTC-360P9.3	CTC-360P9.3	ENST00000585739	1	_	UTRintron	1	5	_	CTC-360P9.3	CTC-360P9.3	ENST00000585739	1	_	UTRintron	1	5	_	100
498	T9	high_conf	T12_3__T9_78	simple_deletion	96	none	#9E48FA	simple_deletion	11	1	NA	NA	NA	NA	NA	22	29524356	29524357	22	29527130	29527131	+	+	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	KREMEN1	KREMEN1	ENST00000327813	1	1	intron	5	10	_	KREMEN1	KREMEN1	ENST00000327813	1	1	intron	5	10	_	460
501	T3	high_conf	T3_100	simple_deletion	80	none	#FF0080	simple_deletion	6	1	6.chrX.1	6.chrX.2	66929253.5-66929253.5	66931966.5-66931966.5	NA	X	66929253	66929254	X	66931966	66931967	+	+	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	AR	AR	ENST00000374690	1	1	intron	3	8	_	AR	AR	ENST00000374690	1	1	intron	4	8	_	880
